                 pdb     free_param_best         sp_cor_best                nres
              132L_A               9.400              -0.913                 124
              13PK_A               9.800              -0.911                 415
              1A26_A              11.000              -0.893                 351
              1A2T_A              10.900              -0.914                 134
              1A4L_A               9.700              -0.893                 348
              1A65_A               9.400              -0.854                 504
              1A8H_A              10.500              -0.879                 500
              1A8S_A               9.200              -0.905                 273
              1AF7_A              10.600              -0.918                 274
              1AGM_A               9.200              -0.868                 470
              1AGY_A               9.700              -0.931                 197
              1AH7_A              10.600              -0.901                 245
              1AJ0_A              10.500              -0.897                 282
              1AK0_A              10.300              -0.900                 264
              1AKO_A              10.600              -0.912                 268
              1AMY_A              10.300              -0.875                 403
              1AQ2_A               9.200              -0.876                 534
              1AQL_A              10.500              -0.881                 532
              1AST_A              10.900              -0.893                 200
              1B04_A              10.000              -0.887                 310
              1B2R_A               8.400              -0.883                 295
              1BBS_A              10.900              -0.874                 331
              1BF2_A               9.500              -0.822                 750
              1BG0_A               9.400              -0.893                 356
              1BH2_A               8.800              -0.892                 315
              1BOL_A               9.400              -0.894                 222
              1BP2_A              10.300              -0.904                 123
              1BQC_A              10.400              -0.884                 302
              1BS0_A              10.600              -0.901                 383
              1BS4_A              11.600              -0.924                 168
              1BS9_A               9.500              -0.902                 207
              1BT1_A               9.900              -0.880                 336
              1BU7_A              10.500              -0.898                 455
              1BVV_A               9.700              -0.888                 185
              1BVZ_A              10.900              -0.859                 585
              1BWL_A              10.600              -0.879                 399
              1BWZ_A               9.300              -0.927                 274
              1BYA_A              10.200              -0.869                 491
              1BZC_A              10.300              -0.919                 297
              1C82_A               6.600              -0.871                 719
              1CA2_A              10.100              -0.891                 256
              1CB8_A              10.600              -0.880                 674
              1CBX_A              10.800              -0.895                 307
              1CDG_A               8.300              -0.845                 686
              1CEL_A               9.800              -0.856                 433
              1CHD_A               9.500              -0.911                 198
              1CHK_B              10.300              -0.905                 238
              1CM0_A               9.700              -0.932                 162
              1CNS_A               8.900              -0.869                 243
              1COY_A               9.100              -0.890                 501
              1CQQ_A              11.500              -0.942                 180
              1CVR_A              10.000              -0.888                 432
              1CWY_A               8.900              -0.874                 500
              1CZ1_A               6.300              -0.881                 394
              1CZF_A               8.100              -0.877                 335
              1D1Q_A               9.900              -0.919                 159
              1D4C_A               9.800              -0.902                 570
              1D6O_A               8.700              -0.920                 107
              1DDJ_A               8.700              -0.908                 247
              1DGK_N              10.100              -0.905                 898
              1DGS_A               8.300              -0.890                 581
              1DIN_A               8.700              -0.922                 232
              1DNP_A              10.500              -0.888                 469
              1DVE_A              10.100              -0.910                 214
              1E0C_A               9.100              -0.894                 270
              1E1A_A               9.800              -0.909                 312
              1E6E_A               9.400              -0.903                 457
              1EB6_A               9.400              -0.918                 177
              1EH5_A               9.900              -0.900                 279
              1EUG_A              11.800              -0.909                 225
              1EUU_A              10.200              -0.874                 601
              1EX1_A              10.600              -0.871                 602
              1EXN_A               8.700              -0.914                 267
              1EXP_A              10.400              -0.894                 312
              1EYP_A               7.900              -0.901                 212
              1FF3_A               8.300              -0.913                 210
              1FGH_A               9.400              -0.882                 753
              1FHL_A               9.100              -0.868                 334
              1FOA_A              11.400              -0.889                 342
              1G24_A              11.400              -0.898                 210
              1G6T_A               9.800              -0.891                 427
              1G8O_A               8.200              -0.903                 287
              1GA8_A               7.200              -0.874                 271
              1GAL_A               9.200              -0.881                 581
              1GCU_A               9.100              -0.910                 292
              1GOG_A               9.000              -0.859                 639
              1GP5_A              10.400              -0.891                 346
              1GQ8_A               8.600              -0.874                 318
              1H19_A               9.900              -0.868                 610
              1H3I_A              10.100              -0.916                 293
              1HKA_A               8.100              -0.906                 158
              1HPL_A              10.400              -0.886                 449
              1HPM_A              10.200              -0.910                 378
              1HQC_A               9.200              -0.909                 314
              1I1E_A              10.100              -0.881                1287
              1I1I_P              11.000              -0.879                 665
              1I9A_A               9.500              -0.929                 175
              1IDJ_A               8.800              -0.882                 359
              1IG8_A              11.000              -0.903                 469
              1IM5_A              10.200              -0.921                 179
              1INP_A               8.900              -0.909                 400
              1IU4_A               9.000              -0.894                 331
              1J00_A               9.300              -0.923                 176
              1J09_A              10.700              -0.873                 468
              1JH6_A               9.400              -0.927                 181
              1JMS_A              10.600              -0.893                 360
              1JOA_A              10.500              -0.898                 446
              1JS4_A               8.800              -0.891                 605
              1K30_A              10.600              -0.888                 363
              1KL7_A               7.800              -0.883                 503
              1KNP_A               9.800              -0.906                 529
              1L1D_A              10.100              -0.915                 142
              1L1L_A               7.000              -0.883                 717
              1L6P_A              10.500              -0.933                 121
              1L7N_A              11.600              -0.918                 207
              1L7Q_A              10.800              -0.862                 571
              1L8T_A               9.000              -0.901                 263
              1L9X_A              10.500              -0.886                 288
              1LBA_A              12.100              -0.919                 146
              1LDM_A               9.300              -0.926                 329
              1LJL_A              10.500              -0.924                 130
              1LVH_A              10.300              -0.910                 220
              1M53_A               9.500              -0.867                 556
              1MBB_A               9.100              -0.909                 340
              1MJ9_A              11.400              -0.909                 273
              1MLA_A               9.500              -0.898                 305
              1MRQ_A               9.200              -0.899                 323
              1MUD_A               8.000              -0.903                 225
              1MUG_A              10.200              -0.916                 165
              1NDH_A              10.400              -0.903                 270
              1NDI_A               9.800              -0.884                 596
              1NLU_A               9.800              -0.914                 368
              1O8A_A              10.300              -0.863                 574
              1O98_A              10.200              -0.890                 509
              1OG1_A              11.600              -0.910                 223
              1OGO_X               9.800              -0.865                 572
              1OJ4_A               9.400              -0.904                 277
              1ONR_A               9.000              -0.919                 316
              1OPM_A               9.100              -0.895                 310
              1OXA_A               9.800              -0.903                 403
              1OYG_A               8.600              -0.858                 440
              1P1X_A               7.000              -0.905                 250
              1P3D_A               7.100              -0.877                 449
              1P5D_X               9.000              -0.896                 454
              1PA9_A              10.400              -0.916                 279
              1PII_A              11.000              -0.892                 452
              1PKN_A               9.800              -0.904                 514
              1PMI_A               9.500              -0.879                 440
              1PP4_A              10.800              -0.881                 233
              1PS9_A               6.200              -0.880                 671
              1PTD_A              10.200              -0.888                 296
              1PUD_A               9.500              -0.894                 372
              1PYL_A               8.700              -0.893                  95
              1Q91_A              10.800              -0.920                 194
              1QAM_A              10.400              -0.915                 235
              1QAZ_A              10.000              -0.908                 351
              1QBA_A               9.700              -0.859                 858
              1QFM_A               9.100              -0.873                 705
              1QGX_A               9.600              -0.904                 354
              1QJE_A               9.900              -0.893                 327
              1QK2_A               9.400              -0.888                 363
              1QWN_A              10.200              -0.852                1014
              1R1J_A              11.200              -0.876                 696
              1R44_A              10.900              -0.939                 202
              1R4Z_A              11.200              -0.899                 179
              1RBN_A               9.900              -0.897                 124
              1RDD_A               9.100              -0.925                 155
              1RU4_A              10.100              -0.884                 400
              1S3I_A               9.400              -0.905                 307
              1S95_A               9.300              -0.915                 324
              1SCA_A              10.000              -0.918                 274
              1SLL_A               9.400              -0.864                 679
              1SML_A               8.600              -0.903                 266
              1SNZ_A               9.800              -0.865                 344
              1TAH_B               8.300              -0.888                 318
              1TLP_E              10.000              -0.889                 316
              1U3F_A              12.100              -0.930                 164
              1U5U_A              10.000              -0.889                 366
              1UAS_A               9.500              -0.883                 362
              1UN1_A               6.800              -0.883                 267
              1VID_A              11.600              -0.912                 213
              1VLB_A               9.800              -0.865                 907
              1VNC_A               9.300              -0.897                 576
              1VQ1_A              11.100              -0.920                 263
              1W0H_A              10.600              -0.904                 194
              1XQW_A              10.500              -0.920                 290
              1Y9M_A               8.400              -0.873                 517
              1YON_A              10.900              -0.905                 292
              1YSC_A              10.500              -0.885                 421
              1ZE1_A              11.800              -0.907                 308
              1ZIO_A               8.500              -0.896                 217
              206L_A              10.000              -0.929                 162
              2A0N_A              10.300              -0.899                 251
              2ABK_A              10.800              -0.915                 211
              2ACY_A              10.700              -0.933                  98
              2AYH_A               9.600              -0.908                 214
              2CPO_A               9.500              -0.893                 298
              2CPU_A               9.400              -0.837                 495
              2DLN_A              10.900              -0.899                 306
