                 pdb     free_param_best         sp_cor_best                nres
              132L_A              -2.200              -0.735                 124
              13PK_A              -2.400              -0.653                 415
              1A26_A              -2.200              -0.724                 351
              1A2T_A              -1.600              -0.719                 134
              1A4L_A              -2.800              -0.583                 348
              1A65_A              -2.400              -0.698                 504
              1A8H_A              -2.500              -0.715                 500
              1A8S_A              30.000               0.602                 273
              1AF7_A              -2.300              -0.813                 274
              1AGM_A              -1.800              -0.741                 470
              1AGY_A              -2.200              -0.797                 197
              1AH7_A              -1.700              -0.840                 245
              1AJ0_A              29.900               0.607                 282
              1AK0_A              -1.500              -0.752                 264
              1AKO_A              -2.500              -0.768                 268
              1AMY_A              -2.300              -0.700                 403
              1AQ2_A              -2.400              -0.764                 534
              1AQL_A              -2.300              -0.659                 532
              1AST_A              -2.100              -0.623                 200
              1B04_A              -2.400              -0.565                 310
              1B2R_A              -2.800              -0.776                 295
              1BBS_A              -2.000              -0.699                 331
              1BF2_A              -2.000              -0.790                 750
              1BG0_A              -1.000              -0.755                 356
              1BH2_A              -2.400              -0.656                 315
              1BOL_A              -2.000              -0.649                 222
              1BP2_A              -1.600              -0.675                 123
              1BQC_A               4.300               0.795                 302
              1BS0_A              -2.900              -0.586                 383
              1BS4_A              -2.400              -0.793                 168
              1BS9_A              -3.200              -0.737                 207
              1BT1_A              -1.600              -0.677                 336
              1BU7_A              -2.500              -0.613                 455
              1BVV_A              -2.200              -0.770                 185
              1BVZ_A              -1.600              -0.635                 585
              1BWL_A              -2.400              -0.695                 399
              1BWZ_A              -3.600              -0.476                 274
              1BYA_A              -2.700              -0.629                 491
              1BZC_A              -1.900              -0.668                 297
              1C82_A              -1.900              -0.802                 719
              1CA2_A               5.200               0.831                 256
              1CB8_A              -1.500              -0.799                 674
              1CBX_A              -2.700              -0.641                 307
              1CDG_A              -2.600              -0.673                 686
              1CEL_A              -1.900              -0.635                 433
              1CHD_A              -2.700              -0.741                 198
              1CHK_B              -2.400              -0.426                 238
              1CM0_A              -0.700              -0.788                 162
              1CNS_A              -2.800              -0.700                 243
              1COY_A              -3.300              -0.734                 501
              1CQQ_A              -2.700              -0.682                 180
              1CVR_A              -2.100              -0.861                 432
              1CWY_A              -2.500              -0.710                 500
              1CZ1_A              -2.600              -0.847                 394
              1CZF_A              -2.000              -0.685                 335
              1D1Q_A              -1.900              -0.775                 159
              1D4C_A              -1.200              -0.711                 570
              1D6O_A              -2.800              -0.653                 107
              1DDJ_A              -2.000              -0.730                 247
              1DGK_N              -2.300              -0.762                 898
              1DGS_A              -2.700              -0.582                 581
              1DIN_A              -2.600              -0.762                 232
              1DNP_A              -2.200              -0.723                 469
              1DVE_A              -1.300              -0.585                 214
              1E0C_A              -2.900              -0.696                 270
              1E1A_A              -2.300              -0.834                 312
              1E6E_A              -2.700              -0.686                 457
              1EB6_A              -1.200              -0.793                 177
              1EH5_A               1.000               0.794                 279
              1EUG_A              -2.400              -0.732                 225
              1EUU_A              -2.800              -0.521                 601
              1EX1_A              -3.000              -0.702                 602
              1EXN_A              -3.200              -0.476                 267
              1EXP_A              -2.000              -0.706                 312
