                 pdb     free_param_best         sp_cor_best                nres
              132L_A              11.800              -0.571                 124
              13PK_A              13.200              -0.587                 415
              1A26_A              10.600              -0.697                 351
              1A2T_A              43.600              -0.722                 134
              1A4L_A               9.600              -0.582                 348
              1A65_A              10.200              -0.745                 504
              1A8H_A              12.400              -0.694                 500
              1A8S_A              49.400              -0.613                 273
              1AF7_A              13.800              -0.818                 274
              1AGM_A              12.000              -0.770                 470
              1AGY_A              22.200              -0.829                 197
              1AH7_A              12.000              -0.852                 245
              1AJ0_A              11.800              -0.595                 282
              1AK0_A              12.000              -0.706                 264
              1AKO_A              11.600              -0.826                 268
              1AMY_A              15.800              -0.571                 403
              1AQ2_A              11.400              -0.794                 534
              1AQL_A              11.400              -0.558                 532
              1AST_A              10.800              -0.489                 200
              1B04_A              10.200              -0.580                 310
              1B2R_A               8.800              -0.780                 295
              1BBS_A              13.400              -0.501                 331
              1BF2_A              20.200              -0.826                 750
              1BG0_A              20.400              -0.769                 356
              1BH2_A              10.400              -0.707                 315
              1BOL_A              12.800              -0.658                 222
              1BP2_A              10.000              -0.644                 123
              1BQC_A              49.400              -0.780                 302
              1BS0_A               7.200              -0.547                 383
              1BS4_A              22.000              -0.731                 168
              1BS9_A               6.800              -0.797                 207
              1BT1_A              11.400              -0.671                 336
              1BU7_A              10.200              -0.627                 455
              1BVV_A              10.000              -0.799                 185
              1BVZ_A              17.600              -0.672                 585
              1BWL_A              10.600              -0.663                 399
              1BWZ_A               5.200              -0.517                 274
              1BYA_A               9.600              -0.605                 491
              1BZC_A              10.000              -0.679                 297
              1C82_A              23.200              -0.803                 719
              1CA2_A              49.200              -0.867                 256
              1CB8_A              22.800              -0.820                 674
              1CBX_A              27.400              -0.417                 307
              1CDG_A              13.400              -0.693                 686
              1CEL_A              13.600              -0.687                 433
              1CHD_A               8.200              -0.764                 198
              1CHK_B              11.800              -0.416                 238
              1CM0_A              20.200              -0.810                 162
              1CNS_A               9.600              -0.752                 243
              1COY_A               9.600              -0.744                 501
              1CQQ_A               6.200              -0.632                 180
              1CVR_A              12.600              -0.879                 432
              1CWY_A              10.600              -0.748                 500
              1CZ1_A              10.600              -0.866                 394
              1CZF_A              11.800              -0.721                 335
              1D1Q_A              10.600              -0.752                 159
              1D4C_A              22.200              -0.758                 570
              1D6O_A               7.000              -0.644                 107
              1DDJ_A              11.000              -0.643                 247
              1DGK_N              16.800              -0.784                 898
              1DGS_A              16.600              -0.534                 581
              1DIN_A              23.200              -0.704                 232
              1DNP_A              19.400              -0.743                 469
              1DVE_A              18.000              -0.520                 214
              1E0C_A               9.600              -0.671                 270
              1E1A_A               8.400              -0.867                 312
              1E6E_A              10.000              -0.700                 457
              1EB6_A              21.400              -0.777                 177
              1EH5_A              50.000              -0.816                 279
              1EUG_A              10.200              -0.643                 225
              1EUU_A              10.600              -0.524                 601
              1EX1_A              10.000              -0.703                 602
              1EXN_A               5.800              -0.380                 267
              1EXP_A              26.400              -0.719                 312
              1EYP_A               7.200              -0.462                 212
              1FF3_A               9.000              -0.666                 210
              1FGH_A              14.800              -0.827                 753
              1FHL_A              16.000              -0.522                 334
              1FOA_A              13.000              -0.668                 342
              1G24_A              19.400              -0.592                 210
              1G6T_A              22.200              -0.749                 427
              1G8O_A               8.400              -0.625                 287
              1GA8_A              25.000              -0.806                 271
              1GAL_A              32.200              -0.744                 581
              1GCU_A              16.200              -0.813                 292
              1GOG_A              16.800              -0.733                 639
              1GP5_A              13.200              -0.769                 346
              1GQ8_A              10.000              -0.775                 318
              1H19_A              10.200              -0.689                 610
              1H3I_A               9.200              -0.598                 293
              1HKA_A              13.800              -0.649                 158
              1HPL_A              22.000              -0.815                 449
              1HPM_A              18.800              -0.824                 378
              1HQC_A              13.200              -0.366                 314
              1I1E_A              10.800              -0.713                1287
              1I1I_P              13.200              -0.682                 665
              1I9A_A               6.000              -0.325                 175
              1IDJ_A              12.800              -0.737                 359
              1IG8_A               9.800              -0.632                 469
              1IM5_A              10.400              -0.709                 179
              1INP_A              31.800              -0.805                 400
              1IU4_A              11.600              -0.688                 331
              1J00_A              49.000              -0.589                 176
              1J09_A              18.800              -0.592                 468
              1JH6_A               8.000              -0.552                 181
              1JMS_A              10.600              -0.656                 360
              1JOA_A              50.000              -0.445                 446
              1JS4_A              11.600              -0.640                 605
              1K30_A              10.200              -0.712                 363
              1KL7_A              18.200              -0.583                 503
              1KNP_A              50.000              -0.655                 529
              1L1D_A               8.800              -0.779                 142
              1L1L_A              10.400              -0.692                 717
              1L6P_A              10.600              -0.633                 121
              1L7N_A               6.800              -0.549                 207
              1L7Q_A              17.400              -0.739                 571
              1L8T_A              12.600              -0.638                 263
              1L9X_A               9.200              -0.755                 288
              1LBA_A              18.800              -0.680                 146
              1LDM_A              50.000              -0.685                 329
              1LJL_A              14.800              -0.774                 130
              1LVH_A              16.200              -0.751                 220
              1M53_A              10.000              -0.572                 556
              1MBB_A              11.800              -0.730                 340
              1MJ9_A              17.800              -0.800                 273
              1MLA_A              15.600              -0.675                 305
              1MRQ_A               7.600              -0.661                 323
              1MUD_A               7.200              -0.476                 225
              1MUG_A              11.800              -0.402                 165
              1NDH_A              11.200              -0.633                 270
              1NDI_A              12.800              -0.532                 596
              1NLU_A              13.200              -0.786                 368
              1O8A_A              14.800              -0.621                 574
              1O98_A               9.600              -0.654                 509
              1OG1_A               8.000              -0.582                 223
              1OGO_X              14.400              -0.751                 572
              1OJ4_A              10.200              -0.772                 277
              1ONR_A              22.800              -0.741                 316
              1OPM_A              11.800              -0.668                 310
              1OXA_A              16.400              -0.802                 403
              1OYG_A               5.200              -0.577                 440
              1P1X_A              15.000              -0.800                 250
              1P3D_A              16.000              -0.508                 449
              1P5D_X               8.000              -0.664                 454
              1PA9_A              10.200              -0.859                 279
              1PII_A              11.000              -0.550                 452
              1PKN_A              40.000              -0.245                 514
              1PMI_A              11.600              -0.722                 440
              1PP4_A              10.600              -0.785                 233
              1PS9_A              20.800              -0.762                 671
              1PTD_A              17.600              -0.700                 296
              1PUD_A               7.600              -0.494                 372
              1PYL_A              10.400              -0.798                  95
              1Q91_A              43.600              -0.728                 194
              1QAM_A              12.400              -0.723                 235
              1QAZ_A              10.000              -0.810                 351
              1QBA_A              13.200              -0.764                 858
              1QFM_A               9.800              -0.783                 705
              1QGX_A              15.000              -0.845                 354
              1QJE_A              10.400              -0.713                 327
              1QK2_A              10.200              -0.719                 363
              1QWN_A              15.200              -0.896                1014
              1R1J_A              19.200              -0.723                 696
              1R44_A              16.200              -0.743                 202
              1R4Z_A               6.600              -0.697                 179
              1RBN_A              11.000              -0.779                 124
              1RDD_A              38.600              -0.483                 155
              1RU4_A              15.600              -0.800                 400
              1S3I_A              24.000              -0.711                 307
              1S95_A              10.800              -0.260                 324
              1SCA_A              11.800              -0.695                 274
              1SLL_A              12.600              -0.756                 679
              1SML_A              50.000              -0.701                 266
              1SNZ_A              11.200              -0.705                 344
              1TAH_B              15.200              -0.337                 318
              1TLP_E              10.800              -0.549                 316
              1U3F_A              46.800              -0.707                 164
              1U5U_A              50.000              -0.623                 366
              1UAS_A              16.600              -0.814                 362
              1UN1_A              13.200              -0.760                 267
              1VID_A              18.800              -0.697                 213
              1VLB_A              16.200              -0.833                 907
              1VNC_A              19.200              -0.660                 576
              1VQ1_A              10.800              -0.274                 263
              1W0H_A               7.200              -0.464                 194
              1XQW_A              20.200              -0.790                 290
              1Y9M_A              14.600              -0.712                 517
              1YON_A              11.200              -0.528                 292
              1YSC_A               5.600              -0.438                 421
              1ZE1_A              50.000              -0.355                 308
              1ZIO_A               9.600              -0.684                 217
              206L_A              13.600              -0.469                 162
              2A0N_A               6.200              -0.388                 251
              2ABK_A              18.200              -0.582                 211
              2ACY_A              10.200              -0.601                  98
              2AYH_A              15.400              -0.718                 214
              2CPO_A              14.000              -0.825                 298
              2CPU_A              14.600              -0.550                 495
              2DLN_A              39.000              -0.813                 306
              2EBN_A              13.400              -0.816                 285
              2ENG_A              10.000              -0.830                 205
              2F61_A               9.000              -0.446                 497
              2F9R_A               8.000              -0.745                 285
              2NLR_A              24.800              -0.764                 222
              2NMT_A              50.000              -0.467                 422
              2PEC_A              10.000              -0.765                 352
              2PIA_A              13.200              -0.618                 321
              2PTH_A              12.400              -0.852                 193
              2SQC_A              37.200              -0.748                 623
              2THI_A              10.000              -0.646                 362
              2TPS_A               9.600              -0.759                 226
              5EAT_A              12.400              -0.643                 532
              7ATJ_A              20.400              -0.606                 305
