"variable","mean","median","sd","min","q1","q3","max"
"asa",0.548120579808318,0.563996993999292,0.102535396318745,0.170307414588252,0.492014753126964,0.614516695365152,0.763137179140455
"ddgent",0.457761854281356,0.468070362628003,0.0896595651237915,0.142899126287175,0.41101935934907,0.508167152286017,0.667832522552422
"hbe_mean",0.307930975409629,0.299610589146861,0.103951847800448,0.0562759963057211,0.237862714015203,0.381069789114124,0.605344912171464
"hpshh",0.253604571355112,0.252060850785695,0.0821744393694928,0.0115185779896888,0.209209598633975,0.31043245334721,0.445684834330138
"resvol",-0.0404322311477952,-0.0321015234390931,0.0888744418297263,-0.293613551576741,-0.0948023950638767,0.0129308176487796,0.193620694261647
"rsa",0.562037277428077,0.572379969723416,0.104196025182743,0.178215089018264,0.510061352096048,0.633518970883525,0.778023369063511
"seqent",0.330503471288641,0.351162987796986,0.133995290988722,-0.0631436031924288,0.248217692075997,0.424906924602743,0.630074046108278
"sizeAA",0.0275579754181668,0.0317814522288877,0.100842011596281,-0.269830862244713,-0.035622892005719,0.0857092192069002,0.297873755549313
"sizeSC",0.0275579754181668,0.0317814522288877,0.100842011596281,-0.269830862244713,-0.035622892005719,0.0857092192069002,0.297873755549313
"VAAarea",0.554265180903097,0.566118238037707,0.105233895346863,0.203918860309688,0.507208907536391,0.62579304676935,0.794118736549701
"VAAeccentricity",0.52206956547139,0.529552791319076,0.102870759009464,0.194235879526959,0.473893938693666,0.589006949075994,0.719356426813971
"VAAedge_length_total",0.510356478844658,0.518995483578523,0.0981201941093144,0.178902042042883,0.463358624730142,0.573366838974075,0.724646067370179
"VAAfree_volume",0.540756990426816,0.549638127677863,0.101571839057487,0.197301587172177,0.487311889476896,0.610193998122525,0.777150948007777
"VAAmodified_volume",0.538591179267144,0.553057961221555,0.1034825167203,0.193857815332221,0.494149299160033,0.60858794579598,0.77797291026433
"VAAnfaces",-0.0745755971148093,-0.0714541416786864,0.0660438199433677,-0.303704126424028,-0.115059667303546,-0.0331872341394466,0.138187882657097
"VAAvolume",0.538928857947154,0.547577675587798,0.103025936677715,0.195129042190303,0.494543116946414,0.609304600003321,0.778660017142357
"VCAarea",0.54594020739131,0.558917647790035,0.104986761585732,0.195662656991729,0.496224102929656,0.61426431234432,0.792749065866356
"VCAeccentricity",0.501997429527931,0.519248255528359,0.0992433715639422,0.189594452461302,0.446353859608106,0.564136428869884,0.711599335573312
"VCAedge_length_total",0.507395232009045,0.514786595459991,0.0982365059662126,0.189825154938272,0.462148832621324,0.57217106379298,0.750799371789915
"VCAfree_volume",0.524348122798875,0.536455725686589,0.100553120210756,0.190679495117338,0.475519185689048,0.587418238899105,0.737930025808634
"VCAmodified_volume",0.532071325259335,0.545336196429496,0.103731747941165,0.18545522314696,0.482339946985431,0.597540135190062,0.774493928540057
"VCAnfaces",-0.117669862629945,-0.115395767630438,0.0638792104595301,-0.30169355032186,-0.154971770132782,-0.0786945785940202,0.0814636256618297
"VCAvolume",0.532679317507224,0.544218538403969,0.103356751823674,0.185983620375103,0.482043388503716,0.598868277399895,0.773407437592401
"VSCarea",0.552617745273446,0.566512212717198,0.104806083815661,0.210028332943358,0.496374233708261,0.620002762939037,0.794259278774843
"VSCeccentricity",0.519213395464828,0.532488958277961,0.101370967376829,0.188126894525208,0.472450468926623,0.583192142857116,0.732097561684562
"VSCedge_length_total",0.498890004704409,0.513115036054509,0.0959852253399584,0.176294358843325,0.451193923741365,0.562947911206435,0.713696215207576
"VSCfree_volume",0.53547823756483,0.544115938162695,0.100384553315693,0.194342323593319,0.489388627180211,0.604167127317633,0.76057713423276
"VSCmodified_volume",0.542752544043843,0.555512573725813,0.104002930648503,0.195826915306095,0.486360476265054,0.611397137746221,0.778846907052251
"VSCnfaces",-0.0794164515364702,-0.0808330867920521,0.0581790980450889,-0.259557436043205,-0.113724137216862,-0.0435068745419077,0.0686022250170426
"VSCvolume",0.543083861730107,0.554321120409864,0.103738831836285,0.197823412448383,0.487076528924324,0.61227358558715,0.778322983118805
"wcnAA",-0.657681054163867,-0.680934266876741,0.127552193812726,-0.879711596228635,-0.745873423155413,-0.59957170445142,-0.220543503750584
"wcnC",-0.641982761017917,-0.661000946482797,0.126307799033415,-0.883720793320102,-0.732172577447582,-0.576256270571197,-0.195956540843336
"wcnCA",-0.655533463730933,-0.673350359646486,0.129131113337857,-0.88995128139373,-0.74541676635859,-0.59322273150187,-0.190083811350781
"wcnCB",-0.648237216774721,-0.668196466438439,0.127583567199947,-0.88584978708433,-0.735605190296234,-0.582768438279706,-0.22055801653338
"wcnN",-0.624681734817454,-0.651313464302521,0.132020688518234,-0.885831175711167,-0.717141102472622,-0.560498232007634,-0.188874962511117
"wcnO",-0.613760938843279,-0.644352531425813,0.121933917760653,-0.860717423835709,-0.699462852949992,-0.547058380460236,-0.230518403234654
"wcnSC",-0.638809044350353,-0.657060639324065,0.124302731448469,-0.866909054769077,-0.722516165661938,-0.577544297438517,-0.22967666183252
