                 pdb     free_param_best         sp_cor_best                nres
              132L_A               9.500              -0.709                 124
              13PK_A               9.100              -0.749                 415
              1A26_A              10.900              -0.763                 351
              1A2T_A               7.500              -0.829                 134
              1A4L_A               8.200              -0.765                 348
              1A65_A              11.300              -0.761                 504
              1A8H_A              11.100              -0.756                 500
              1A8S_A               8.100              -0.746                 273
              1AF7_A               6.200              -0.776                 274
              1AGM_A               8.600              -0.733                 470
              1AGY_A               9.700              -0.762                 197
              1AH7_A              10.600              -0.763                 245
              1AJ0_A               6.800              -0.736                 282
              1AK0_A              10.600              -0.737                 264
              1AKO_A              10.500              -0.831                 268
              1AMY_A               9.700              -0.747                 403
              1AQ2_A               9.600              -0.748                 534
              1AQL_A               9.900              -0.778                 532
              1AST_A               9.900              -0.752                 200
              1B04_A              10.000              -0.764                 310
              1B2R_A               7.600              -0.734                 295
              1BBS_A               7.800              -0.703                 331
              1BF2_A               8.300              -0.683                 750
              1BG0_A              10.500              -0.760                 356
              1BH2_A               7.500              -0.753                 315
              1BOL_A               6.800              -0.715                 222
              1BP2_A               7.100              -0.812                 123
              1BQC_A              10.500              -0.705                 302
              1BS0_A               7.100              -0.746                 383
              1BS4_A               6.500              -0.801                 168
              1BS9_A               9.500              -0.728                 207
              1BT1_A              10.200              -0.791                 336
              1BU7_A              10.700              -0.799                 455
              1BVV_A               8.300              -0.739                 185
              1BVZ_A              10.600              -0.761                 585
              1BWL_A               9.400              -0.757                 399
              1BWZ_A               7.300              -0.770                 274
              1BYA_A               7.400              -0.725                 491
              1BZC_A              12.800              -0.832                 297
              1C82_A              10.700              -0.766                 719
              1CA2_A              11.700              -0.797                 256
              1CB8_A              10.500              -0.750                 674
              1CBX_A              11.500              -0.683                 307
              1CDG_A               8.700              -0.693                 686
              1CEL_A               9.500              -0.753                 433
              1CHD_A               8.500              -0.815                 198
              1CHK_B               9.000              -0.726                 238
              1CM0_A               9.800              -0.797                 162
              1CNS_A               9.100              -0.760                 243
              1COY_A               6.800              -0.715                 501
              1CQQ_A              11.000              -0.794                 180
              1CVR_A              10.900              -0.765                 432
              1CWY_A               8.400              -0.751                 500
              1CZ1_A               9.000              -0.766                 394
              1CZF_A               8.300              -0.738                 335
              1D1Q_A               9.900              -0.785                 159
              1D4C_A               9.500              -0.742                 570
              1D6O_A               7.100              -0.810                 107
              1DDJ_A              12.700              -0.791                 247
              1DGK_N               6.900              -0.763                 898
              1DGS_A               8.800              -0.748                 581
              1DIN_A               8.600              -0.783                 232
              1DNP_A               9.800              -0.779                 469
              1DVE_A               7.000              -0.780                 214
              1E0C_A               9.200              -0.797                 270
              1E1A_A               6.600              -0.787                 312
              1E6E_A               7.300              -0.762                 457
              1EB6_A               8.700              -0.702                 177
              1EH5_A              10.200              -0.773                 279
              1EUG_A              10.600              -0.802                 225
              1EUU_A               9.900              -0.761                 601
              1EX1_A               9.700              -0.732                 602
              1EXN_A              10.200              -0.786                 267
              1EXP_A              10.800              -0.741                 312
              1EYP_A               9.100              -0.779                 212
              1FF3_A              10.800              -0.770                 210
              1FGH_A               6.900              -0.714                 753
              1FHL_A               9.500              -0.764                 334
              1FOA_A              11.500              -0.808                 342
              1G24_A               9.000              -0.759                 210
              1G6T_A               6.100              -0.721                 427
              1G8O_A              10.100              -0.804                 287
              1GA8_A               9.400              -0.779                 271
              1GAL_A               9.100              -0.707                 581
              1GCU_A               9.100              -0.784                 292
              1GOG_A               7.300              -0.724                 639
              1GP5_A               9.400              -0.792                 346
              1GQ8_A              10.900              -0.749                 318
              1H19_A              10.000              -0.739                 610
              1H3I_A               8.000              -0.799                 293
              1HKA_A               6.700              -0.781                 158
              1HPL_A               9.600              -0.759                 449
              1HPM_A               6.400              -0.730                 378
              1HQC_A              10.000              -0.776                 314
              1I1E_A              10.400              -0.788                1287
              1I1I_P               7.000              -0.740                 665
              1I9A_A               9.400              -0.782                 175
              1IDJ_A               7.100              -0.738                 359
              1IG8_A               7.400              -0.765                 469
              1IM5_A              10.200              -0.743                 179
              1INP_A               8.800              -0.794                 400
              1IU4_A               9.000              -0.799                 331
              1J00_A               9.300              -0.774                 176
              1J09_A              10.000              -0.743                 468
              1JH6_A               9.800              -0.818                 181
              1JMS_A              10.600              -0.775                 360
              1JOA_A               8.700              -0.772                 446
              1JS4_A               9.200              -0.753                 605
              1K30_A               7.600              -0.795                 363
              1KL7_A               6.900              -0.756                 503
              1KNP_A               9.800              -0.749                 529
              1L1D_A               7.200              -0.825                 142
              1L1L_A              10.000              -0.737                 717
              1L6P_A              10.200              -0.835                 121
              1L7N_A               6.600              -0.790                 207
              1L7Q_A              10.500              -0.725                 571
              1L8T_A               8.000              -0.746                 263
              1L9X_A              11.900              -0.784                 288
              1LBA_A               7.700              -0.747                 146
              1LDM_A               8.100              -0.782                 329
