                 pdb     free_param_best         sp_cor_best                nres
              132L_A               9.700              -0.556                 124
              13PK_A              26.900              -0.542                 415
              1A26_A              14.300              -0.514                 351
              1A2T_A               9.500              -0.430                 134
              1A4L_A              13.900              -0.498                 348
              1A65_A              14.600              -0.495                 504
              1A8H_A              10.400              -0.268                 500
              1A8S_A              11.100              -0.415                 273
              1AF7_A              14.600              -0.614                 274
              1AGM_A               9.700              -0.309                 470
              1AGY_A               8.800              -0.525                 197
              1AH7_A              10.900              -0.448                 245
              1AJ0_A               9.300              -0.486                 282
              1AK0_A              18.000              -0.550                 264
              1AKO_A               9.500              -0.458                 268
              1AMY_A              15.200              -0.402                 403
              1AQ2_A              32.500              -0.588                 534
              1AQL_A              13.700              -0.476                 532
              1AST_A              12.000              -0.567                 200
              1B04_A               9.500              -0.422                 310
              1B2R_A              21.200              -0.439                 295
              1BBS_A               9.600              -0.537                 331
              1BF2_A              40.900              -0.388                 750
              1BG0_A              15.500              -0.565                 356
              1BH2_A              31.200              -0.566                 315
              1BOL_A               9.500              -0.426                 222
              1BP2_A               8.900              -0.578                 123
              1BQC_A              13.800              -0.517                 302
              1BS0_A               9.400              -0.444                 383
              1BS4_A              17.700              -0.533                 168
              1BS9_A              11.900              -0.437                 207
              1BT1_A              11.400              -0.445                 336
              1BU7_A              12.500              -0.341                 455
              1BVV_A              11.400              -0.360                 185
              1BVZ_A              15.600              -0.473                 585
              1BWL_A              10.500              -0.465                 399
              1BWZ_A              21.600              -0.543                 274
              1BYA_A              10.000              -0.436                 491
              1BZC_A              14.500              -0.619                 297
              1C82_A              10.700              -0.471                 719
              1CA2_A              12.500              -0.555                 256
              1CB8_A              11.800              -0.525                 674
              1CBX_A              10.300              -0.541                 307
              1CDG_A              10.200              -0.286                 686
              1CEL_A              14.100              -0.490                 433
              1CHD_A               9.700              -0.477                 198
              1CHK_B              10.600              -0.383                 238
              1CM0_A              23.500              -0.365                 162
              1CNS_A               9.800              -0.515                 243
              1COY_A              14.300              -0.455                 501
              1CQQ_A              25.300              -0.354                 180
              1CVR_A              14.800              -0.378                 432
              1CWY_A              33.000              -0.541                 500
              1CZ1_A              14.900              -0.553                 394
              1CZF_A              12.600              -0.382                 335
              1D1Q_A               9.800              -0.556                 159
              1D4C_A              11.500              -0.477                 570
              1D6O_A               9.700              -0.359                 107
              1DDJ_A              12.700              -0.613                 247
              1DGK_N              15.900              -0.503                 898
              1DGS_A              16.600              -0.362                 581
              1DIN_A               8.700              -0.557                 232
              1DNP_A              13.000              -0.588                 469
              1DVE_A              13.800              -0.479                 214
              1E0C_A              10.800              -0.520                 270
              1E1A_A              17.400              -0.351                 312
              1E6E_A              16.600              -0.604                 457
              1EB6_A               8.500              -0.461                 177
