                 pdb     free_param_best         sp_cor_best                nres
              132L_A               7.800              -0.587                 124
              13PK_A              22.000              -0.590                 415
              1A26_A               8.200              -0.580                 351
              1A2T_A               5.600              -0.546                 134
              1A4L_A               6.400              -0.618                 348
              1A65_A               8.200              -0.551                 504
              1A8H_A              10.000              -0.318                 500
              1A8S_A               6.000              -0.440                 273
              1AF7_A              12.200              -0.663                 274
              1AGM_A               4.800              -0.407                 470
              1AGY_A               5.200              -0.556                 197
              1AH7_A               6.600              -0.495                 245
              1AJ0_A              23.200              -0.566                 282
              1AK0_A               9.200              -0.635                 264
              1AKO_A              10.600              -0.478                 268
              1AMY_A              11.000              -0.477                 403
              1AQ2_A              22.800              -0.640                 534
              1AQL_A               7.000              -0.529                 532
              1AST_A               9.400              -0.615                 200
              1B04_A               6.800              -0.464                 310
              1B2R_A              10.000              -0.490                 295
              1BBS_A               6.800              -0.639                 331
              1BF2_A              26.400              -0.426                 750
              1BG0_A              12.200              -0.605                 356
              1BH2_A              21.200              -0.610                 315
              1BOL_A               5.600              -0.518                 222
              1BP2_A               9.200              -0.652                 123
              1BQC_A              13.400              -0.552                 302
              1BS0_A               6.800              -0.498                 383
              1BS4_A               3.800              -0.553                 168
              1BS9_A               7.200              -0.450                 207
              1BT1_A               7.400              -0.540                 336
              1BU7_A               6.400              -0.408                 455
              1BVV_A              47.000              -0.446                 185
              1BVZ_A               9.000              -0.524                 585
              1BWL_A               8.800              -0.490                 399
              1BWZ_A              20.600              -0.609                 274
              1BYA_A               5.400              -0.560                 491
              1BZC_A              10.600              -0.655                 297
              1C82_A               6.600              -0.483                 719
              1CA2_A               5.800              -0.696                 256
              1CB8_A               6.800              -0.569                 674
              1CBX_A               4.000              -0.555                 307
              1CDG_A               6.600              -0.364                 686
              1CEL_A               6.800              -0.600                 433
              1CHD_A               4.600              -0.547                 198
              1CHK_B               7.600              -0.470                 238
              1CM0_A              36.400              -0.447                 162
              1CNS_A               6.400              -0.616                 243
              1COY_A               8.200              -0.498                 501
              1CQQ_A              48.000              -0.430                 180
              1CVR_A               8.200              -0.399                 432
              1CWY_A              13.600              -0.627                 500
              1CZ1_A               9.200              -0.615                 394
              1CZF_A               4.200              -0.521                 335
              1D1Q_A               7.200              -0.589                 159
              1D4C_A               7.000              -0.511                 570
              1D6O_A               6.200              -0.508                 107
              1DDJ_A               7.000              -0.663                 247
              1DGK_N               8.200              -0.571                 898
              1DGS_A               7.200              -0.456                 581
              1DIN_A               6.800              -0.562                 232
              1DNP_A              10.400              -0.615                 469
              1DVE_A               8.600              -0.585                 214
              1E0C_A               5.600              -0.549                 270
              1E1A_A              12.600              -0.384                 312
              1E6E_A              15.400              -0.670                 457
              1EB6_A               9.000              -0.512                 177
              1EH5_A              20.000              -0.569                 279
              1EUG_A               6.000              -0.675                 225
              1EUU_A               4.400              -0.215                 601
              1EX1_A              10.600              -0.485                 602
              1EXN_A              12.600              -0.356                 267
              1EXP_A              17.000              -0.602                 312
              1EYP_A               9.600              -0.312                 212
              1FF3_A               8.600              -0.500                 210
              1FGH_A              16.800              -0.667                 753
              1FHL_A              14.600              -0.535                 334
              1FOA_A              13.000              -0.659                 342
              1G24_A              15.400              -0.445                 210
              1G6T_A              15.400              -0.658                 427
              1G8O_A               5.800              -0.545                 287
              1GA8_A              47.800              -0.611                 271
              1GAL_A               9.800              -0.492                 581
              1GCU_A               7.600              -0.420                 292
              1GOG_A               5.600              -0.425                 639
              1GP5_A               4.800              -0.542                 346
              1GQ8_A               5.600              -0.584                 318
              1H19_A               8.000              -0.658                 610
              1H3I_A               7.600              -0.292                 293
              1HKA_A              41.600              -0.525                 158
              1HPL_A               6.200              -0.644                 449
              1HPM_A              24.400              -0.613                 378
              1HQC_A              16.400              -0.401                 314
              1I1E_A               6.000              -0.402                1287
              1I1I_P              49.800              -0.440                 665
              1I9A_A               9.400              -0.594                 175
              1IDJ_A               6.200              -0.586                 359
              1IG8_A              13.400              -0.630                 469
              1IM5_A               5.800              -0.657                 179
              1INP_A              50.000              -0.462                 400
              1IU4_A               6.200              -0.347                 331
              1J00_A              24.400              -0.547                 176
              1J09_A              17.600              -0.562                 468
              1JH6_A               5.600              -0.497                 181
              1JMS_A              10.000              -0.542                 360
              1JOA_A              11.200              -0.498                 446
              1JS4_A               7.200              -0.600                 605
              1K30_A              49.800              -0.505                 363
              1KL7_A              48.400              -0.708                 503
              1KNP_A               8.600              -0.603                 529
              1L1D_A               6.000              -0.630                 142
              1L1L_A              18.200              -0.509                 717
              1L6P_A               5.000              -0.498                 121
              1L7N_A               4.200              -0.618                 207
              1L7Q_A               6.000              -0.335                 571
              1L8T_A              14.600              -0.582                 263
              1L9X_A              19.000              -0.614                 288
              1LBA_A              26.400              -0.631                 146
              1LDM_A              20.200              -0.535                 329
              1LJL_A               5.600              -0.631                 130
              1LVH_A              13.600              -0.633                 220
              1M53_A               9.400              -0.616                 556
              1MBB_A              18.600              -0.689                 340
              1MJ9_A              35.200              -0.615                 273
              1MLA_A              10.400              -0.612                 305
              1MRQ_A               9.800              -0.517                 323
              1MUD_A              15.400              -0.536                 225
              1MUG_A              20.000              -0.560                 165
              1NDH_A               8.000              -0.501                 270
              1NDI_A               7.000              -0.605                 596
              1NLU_A              13.200              -0.582                 368
              1O8A_A               6.000              -0.562                 574
              1O98_A              23.400              -0.698                 509
              1OG1_A               4.000              -0.565                 223
              1OGO_X              17.000              -0.125                 572
              1OJ4_A               9.000              -0.698                 277
              1ONR_A              22.200              -0.789                 316
              1OPM_A               5.800              -0.432                 310
              1OXA_A               7.200              -0.341                 403
              1OYG_A              11.400              -0.490                 440
              1P1X_A              22.000              -0.615                 250
              1P3D_A              10.200              -0.631                 449
              1P5D_X              11.800              -0.625                 454
              1PA9_A              18.000              -0.560                 279
              1PII_A               7.000              -0.696                 452
              1PKN_A              46.400              -0.513                 514
              1PMI_A              24.400              -0.633                 440
              1PP4_A               5.200              -0.494                 233
              1PS9_A              10.800              -0.615                 671
              1PTD_A              14.000              -0.621                 296
              1PUD_A               9.800              -0.526                 372
              1PYL_A               5.000              -0.475                  95
              1Q91_A              16.000              -0.497                 194
              1QAM_A              15.200              -0.417                 235
              1QAZ_A               2.800              -0.113                 351
              1QBA_A               7.600              -0.497                 858
              1QFM_A               5.600              -0.581                 705
              1QGX_A              13.800              -0.568                 354
              1QJE_A               7.400              -0.353                 327
              1QK2_A              41.400              -0.559                 363
              1QWN_A               8.000              -0.544                1014
              1R1J_A               6.000              -0.526                 696
              1R44_A               7.600              -0.688                 202
              1R4Z_A               7.800              -0.572                 179
              1RBN_A               4.800              -0.627                 124
              1RDD_A               4.200              -0.512                 155
              1RU4_A               5.800              -0.379                 400
              1S3I_A              20.600              -0.515                 307
              1S95_A               7.600              -0.629                 324
              1SCA_A               5.200              -0.710                 274
              1SLL_A               5.000              -0.277                 679
              1SML_A               5.600              -0.404                 266
              1SNZ_A               5.800              -0.566                 344
              1TAH_B              10.600              -0.526                 318
              1TLP_E              12.200              -0.587                 316
              1U3F_A              13.600              -0.536                 164
              1U5U_A              49.800              -0.124                 366
              1UAS_A              15.600              -0.601                 362
              1UN1_A               5.800              -0.535                 267
              1VID_A               5.000              -0.496                 213
              1VLB_A               4.200              -0.400                 907
              1VNC_A               6.800              -0.283                 576
              1VQ1_A              12.000              -0.653                 263
